"Id";"Company";"TypeName";"Inches";"resolution_width";"resolution_height";"touchscreen";"ips_panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"Price";"ppi";"screen_size"
181;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.23;74539;166;"small"
182;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";1.4;98515;317;"small"
183;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";"windows";2.0;42251;100;"medium"
184;"Xiaomi";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"No OS";1.95;63883;141;"medium"
185;"Dell";"Notebook";17.3;1920;1080;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Nvidia";"windows";2.77;82531;127;"large"
186;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"windows";2.06;127712;282;"medium"
187;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"No OS";2.4;41505;141;"medium"
188;"Acer";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";"windows";1.12;52694;166;"small"
189;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.8;57809;127;"large"
191;"Vero";"Notebook";14.0;1920;1080;0;1;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.3;13853;157;"medium"
192;"Xiaomi";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"No OS";1.3;53275;166;"small"
193;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"No OS";2.8;37189;106;"large"
194;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";1.62;44702;166;"small"
195;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Nvidia";"windows";2.5;48698;127;"large"
196;"Razer";"Gaming";17.3;3840;2160;1;0;"Intel";"Core i7";2.9;32;"SSD";1024;0;"Nvidia";"windows";3.49;324955;255;"large"
197;"HP";"Notebook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";512;0;"Intel";"windows";1.49;51096;166;"small"
198;"HP";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.35;73473;127;"large"
199;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";2.5;55678;127;"large"
200;"Dell";"Gaming";15.6;3840;2160;0;1;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";2.65;98302;282;"medium"
201;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";"windows";2.1;26267;100;"medium"
202;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"windows";2.23;39534;141;"medium"
203;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";3.2;93187;141;"medium"
204;"Dell";"Workstation";15.6;3840;2160;0;0;"Intel";"Xeon E3-1505M";3.0;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;162770;282;"medium"
205;"Lenovo";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";"No OS";2.4;74485;141;"medium"
206;"Dell";"Notebook";15.6;1366;768;1;0;"Intel";"Core i3";2.4;6;"HDD";1024;0;"Intel";"windows";2.3;23390;100;"medium"
207;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.21;103843;331;"small"
210;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"linux";2.4;41505;141;"medium"
211;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;74965;127;"large"
212;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"No OS";2.1;18595;141;"medium"
213;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"No OS";2.2;29251;141;"medium"
214;"Huawei";"Ultrabook";13.0;2160;1440;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";"windows";1.05;79867;200;"small"
215;"Dell";"Ultrabook";13.3;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"windows";1.4;49651;166;"small"
216;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"No OS";2.8;31382;106;"large"
217;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";1.63;54932;157;"medium"
218;"Dell";"Ultrabook";14.0;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.6;61219;157;"medium"
219;"Dell";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";1.62;68145;166;"small"
220;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";"linux";2.2;36089;141;"medium"
221;"Lenovo";"2 in 1 Convertible";14.0;1920;1080;0;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.74;47899;157;"medium"
222;"Toshiba";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";"windows";1.2;72621;166;"small"
223;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";"windows";2.1;42304;141;"medium"
224;"Dell";"Gaming";17.3;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.42;130874;127;"large"
225;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";2.2;44329;141;"medium"
226;"Dell";"Notebook";15.6;1920;1080;1;0;"Intel";"Core i7";2.7;16;"HDD";1024;0;"AMD";"windows";2.3;45768;141;"medium"
227;"Asus";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.0;40972;141;"medium"
228;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";256;500;"Nvidia";"windows";2.69;47472;127;"large"
229;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";"windows";1.9;67612;141;"medium"
230;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";"windows";2.37;21258;100;"medium"
231;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"E-Series 9000e";1.5;4;"HDD";500;0;"AMD";"windows";2.1;17582;100;"medium"
232;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";3.2;79867;141;"medium"
233;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.6;45768;157;"medium"
234;"Acer";"2 in 1 Convertible";13.3;1920;1080;1;1;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";"windows";1.6;36710;166;"small"
235;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";"linux";2.36;47899;141;"medium"
236;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"linux";2.1;20779;100;"medium"
237;"Asus";"Notebook";15.6;1920;1080;0;0;"AMD";"A10-Series A10-9620P";2.5;4;"Hybrid";128;1024;"AMD";"windows";2.2;30636;141;"medium"
238;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;32;"Hybrid";512;1024;"Nvidia";"windows";4.7;207259;127;"large"
239;"Acer";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.5;45075;141;"medium"
240;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;8;"SSD";128;0;"Intel";"windows";7.2;31382;100;"medium"
241;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.1;61006;127;"large"
242;"Asus";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";"No OS";2.69;47366;127;"large"
243;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.56;46833;141;"medium"
244;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.38;57489;158;"small"
245;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.2;52481;141;"medium"
246;"HP";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";"windows";2.04;29784;100;"medium"
247;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"windows";3.6;159787;127;"large"
248;"HP";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";1.49;35964;166;"small"
249;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";"Core i5";3.1;8;"SSD";512;0;"Intel";"macOS";1.37;108691;227;"small"
250;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";2.08;43636;141;"medium"
251;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";4.3;95851;127;"large"
252;"Asus";"Notebook";15.6;1366;768;0;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";"windows";1.68;24988;100;"medium"
253;"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";"windows";1.37;98515;158;"small"
254;"Acer";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i3";2.7;4;"SSD";256;0;"Nvidia";"windows";3.0;37403;127;"large"
255;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";1.41;50563;166;"small"
256;"HP";"Notebook";15.6;1366;768;0;0;"AMD";"A6-Series A6-9220";2.5;8;"SSD";128;0;"AMD";"windows";1.91;23758;100;"medium"
257;"HP";"Notebook";17.3;1920;1080;0;1;"Intel";"Core i7";1.8;16;"HDD";1024;0;"Nvidia";"windows";2.9;56424;127;"large"
258;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";512;1024;"Nvidia";"windows";4.14;133147;127;"large"
259;"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;1;"Intel";"Core i7";2.8;8;"SSD";512;0;"Nvidia";"windows";2.0;90523;141;"medium"
260;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"windows";2.8;60846;127;"large"
261;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"Intel";"No OS";2.2;23656;141;"medium"
262;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";"windows";2.1;38468;141;"medium"
263;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";"windows";2.18;35005;141;"medium"
264;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";"windows";2.24;30103;141;"medium"
265;"Dell";"2 in 1 Convertible";15.6;1920;1080;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";2.67;42571;141;"medium"
266;"Asus";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";1.8;8;"SSD";512;512;"Intel";"windows";4.1;79867;166;"small"
268;"HP";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.5;54239;127;"large"
269;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";2.05;46886;141;"medium"
270;"Apple";"Ultrabook";13.3;2560;1600;0;1;"Intel";"Core i5";2.9;8;"SSD";512;0;"Intel";"macOS";1.37;104370;227;"small"
271;"Asus";"Gaming";17.3;1920;1080;0;0;"AMD";"Ryzen 1700";3.0;16;"Hybrid";256;1024;"AMD";"windows";3.2;82531;127;"large"
272;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";"linux";2.14;39165;141;"medium"
273;"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Intel";"windows";1.36;133147;210;"medium"
274;"Toshiba";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.5;8;"HDD";500;0;"Nvidia";"windows";2.2;43263;100;"medium"
275;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"windows";2.3;37992;100;"medium"
276;"Dell";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;1024;"AMD";"linux";2.8;58555;127;"large"
277;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Nvidia";"windows";2.2;39694;141;"medium"
278;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";2.8;26054;106;"large"
279;"Lenovo";"Notebook";17.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"HDD";2048;0;"Nvidia";"No OS";2.8;45235;127;"large"
280;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";"windows";2.8;45768;106;"large"
281;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";"linux";2.25;22804;141;"medium"
282;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";2.5;44169;141;"medium"
283;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;6;"SSD";256;0;"Intel";"windows";2.2;30849;141;"medium"
284;"Acer";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";1.8;8;"SSD";256;0;"Nvidia";"windows";3.0;50669;141;"medium"
285;"Acer";"Notebook";15.6;1920;1080;1;1;"Intel";"Core i7";2.7;12;"HDD";1024;0;"Intel";"windows";2.15;35112;141;"medium"
286;"Lenovo";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.95;58448;141;"medium"
287;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";"windows";1.7;52055;141;"medium"
288;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.5;62817;141;"medium"
289;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";"No OS";2.2;35112;141;"medium"
290;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.5;2;"SSD";16;0;"Intel";"other";2.19;10603;100;"medium"
291;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.0;63243;127;"large"
292;"HP";"Notebook";17.3;1600;900;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";"windows";2.54;26054;106;"large"
293;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.0;97449;141;"medium"
294;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";"windows";2.05;39374;141;"medium"
295;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";"windows";3.2;69211;141;"medium"
296;"Acer";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"linux";2.5;52161;141;"medium"
297;"Dell";"Workstation";17.3;1920;1080;0;0;"Intel";"Core i7";2.9;16;"SSD";256;0;"Nvidia";"windows";3.42;153705;127;"large"
298;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";1024;0;"AMD";"windows";2.4;26587;141;"medium"
299;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";"windows";1.63;78215;141;"medium"
300;"Asus";"Notebook";14.0;1366;768;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";"windows";1.3;27120;112;"medium"
301;"Asus";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.9;113060;127;"large"
302;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Nvidia";"windows";5.8;34579;106;"large"
303;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Nvidia";"No OS";2.2;29251;100;"medium"
304;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.5;67399;141;"medium"
305;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";"No OS";2.2;19180;100;"medium"
306;"HP";"2 in 1 Convertible";13.3;1920;1080;1;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";"windows";1.28;105228;166;"small"
307;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Nvidia";"windows";2.2;55571;141;"medium"
308;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";"windows";2.3;43636;141;"medium"
309;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.86;24988;141;"medium"
310;"Lenovo";"Notebook";13.3;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.1;53227;166;"small"
311;"Dell";"Ultrabook";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"windows";1.21;133147;331;"small"
312;"MSI";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";"windows";2.8;111835;141;"medium"
313;"Acer";"Notebook";15.6;1920;1080;0;0;"AMD";"A8-Series 7410";2.2;8;"SSD";256;0;"AMD";"windows";2.23;24988;141;"medium"
314;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";"windows";1.1;14652;135;"small"
315;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";"windows";2.33;44968;141;"medium"
316;"HP";"2 in 1 Convertible";13.3;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";1024;0;"Intel";"windows";1.29;130483;331;"small"
317;"Lenovo";"Notebook";13.3;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";"other";1.45;24503;118;"small"
318;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.95;52214;157;"medium"
319;"Acer";"Notebook";11.6;1366;768;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";"windows";1.4;25841;135;"small"
320;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.48;68838;157;"medium"
321;"Lenovo";"Notebook";17.3;1600;900;0;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";"windows";2.79;31382;106;"large"
322;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";2.0;58288;157;"medium"
323;"HP";"Notebook";15.6;1366;768;0;1;"Intel";"Core i7";1.8;8;"HDD";1024;0;"Intel";"windows";2.1;48059;100;"medium"
324;"Acer";"Notebook";15.6;1366;768;0;0;"AMD";"A12-Series 9720P";2.7;8;"SSD";256;0;"AMD";"windows";2.2;35112;100;"medium"
325;"Lenovo";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.44;15558;112;"medium"
326;"Acer";"Notebook";15.6;1366;768;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";"windows";8.23;29251;100;"medium"
327;"Asus";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";"windows";1.7;55939;141;"medium"
328;"HP";"Ultrabook";12.5;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.26;71129;176;"small"
329;"Dell";"Notebook";15.6;3840;2160;1;0;"Intel";"Core i7";2.8;32;"SSD";1024;0;"Nvidia";"windows";2.06;140606;282;"medium"
330;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";"windows";2.7;63883;127;"large"
331;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50243;141;"medium"
332;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";"windows";2.0;71076;157;"medium"
333;"Lenovo";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";"windows";1.85;23923;141;"medium"
334;"Asus";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.5;53227;141;"medium"
335;"HP";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.48;67559;157;"medium"
337;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";1.84;60952;141;"medium"
338;"Asus";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"linux";2.0;14651;100;"medium"
339;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Nvidia";"windows";2.0;60886;141;"medium"
340;"Dell";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";"linux";2.2;14647;100;"medium"
341;"Lenovo";"Notebook";15.6;1920;1080;0;0;"AMD";"A12-Series 9720P";3.6;12;"HDD";2048;0;"AMD";"windows";2.2;47899;141;"medium"
342;"HP";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i3";2.4;8;"HDD";1024;0;"Nvidia";"windows";2.1;38148;141;"medium"
343;"Lenovo";"2 in 1 Convertible";13.9;3840;2160;1;1;"Intel";"Core i7";1.8;16;"SSD";512;0;"Intel";"windows";1.4;111835;317;"small"
344;"Dell";"Ultrabook";13.3;1920;1080;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";"windows";1.2;84129;166;"small"
345;"Lenovo";"Gaming";15.6;1920;1080;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";"windows";2.4;60153;141;"medium"
346;"HP";"Notebook";14.0;1366;768;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";"windows";1.44;14865;112;"medium"
347;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i7";1.9;16;"SSD";512;256;"Intel";"windows";1.88;85672;141;"medium"
348;"Asus";"2 in 1 Convertible";11.6;1366;768;1;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";"windows";1.5;19980;135;"small"
349;"Dell";"Ultrabook";15.6;1920;1080;0;0;"Intel";"Core i5";1.6;8;"HDD";1024;0;"AMD";"windows";0.0002;35325;141;"medium"
351;"HP";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";"windows";1.84;69477;141;"medium"
352;"MSI";"Gaming";17.3;1920;1080;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";"windows";2.7;75072;127;"large"
353;"HP";"Workstation";15.6;1920;1080;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";"windows";2.6;92615;141;"medium"
354;"Toshiba";"Notebook";15.6;1920;1080;0;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";"windows";2.4;74752;141;"medium"
355;"Dell";"Notebook";15.6;1920;1080;0;0;"Intel";"Core i7";1.8;8;"Hybrid";128;2048;"AMD";"windows";2.02;51730;141;"medium"
356;"Lenovo";"Notebook";15.6;1366;768;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";1024;0;"Intel";"No OS";2.2;17156;100;"medium"
357;"Dell";"Gaming";15.6;1920;1080;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";"windows";2.65;53227;141;"medium"
358;"Dell";"Notebook";15.6;1366;768;1;0;"Intel";"Core i5";2.5;8;"HDD";2048;0;"Intel";"windows";2.36;29697;100;"medium"
359;"Dell";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";"windows";1.36;76031;157;"medium"
360;"HP";"Notebook";15.6;1366;768;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";"windows";1.86;23390;100;"medium"
361;"Asus";"Notebook";14.0;1920;1080;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";"windows";2.0;50350;157;"medium"
